uniprot_acc	complex_id	protein_complex_name
P40449	306	putative Fap1-Fpr1-Yil161w complex
P60010	116	INO80 complex
P06701	473	chromatin silencing complex (GO)
P47171	213	HIR complex
P53937	123	mitochondrial small ribosomal subunit
Q03660	175	TRAPP complex
Q3E757	219	cytosolic large ribosomal subunit
Q03071	478	transcription elongation factor complex (GO)
Q03940	35	INO80 complex
P07281	219	cytosolic large ribosomal subunit
P38604	389	putative Erg7-Erg27 complex
P80428	116	NuA4 histone acetyltransferase complex
P18851	265	putative Ark1-Ste4 complex
P19454	90	protein kinase CK2 complex
Q12460	170	box C/D snoRNP complex (GO)
P33204	173	Arp2-3 protein complex
P53251	412	nucleolar preribosome, small subunit precursor (GO)
P36160	204	preribosome, large subunit precursor
P38805	204	preribosome, large subunit precursor
P13099	488	RecQ helicase-Topo III complex (GO)
Q12017	216	chaperonin-containing T-complex
P0CX36	154	cytosolic small ribosomal subunit
P18409	392	Mdm10/Mdm12/Mmm1 complex (GO)
Q08965	170	90S preribosome
P40046	517	vacuolar transporter chaperone complex (GO)
P05740	219	cytosolic large ribosomal subunit
P40150	286	putative Fpr3-Ssb2 complex
P29295	460	putative Hrr25-Ltv1-Rio2-Tsr1 complex
P05748	219	cytosolic large ribosomal subunit
Q02336	174	SAGA complex
P53152	140	ubiquitin conjugating enzyme complex (GO)
P25296	416	calcineurin complex
P33759	123	mitochondrial small ribosomal subunit
Q01649	444	kinesin complex (GO)
Q08231	44	Sac3-Thp1 complex
P38931	510	transcription factor complex (GO)
P52286	255	RAVE complex
Q04675	513	tRNA-intron endonuclease complex (GO)
Q12680	436	glutamate synthase complex (GO)
P32864	301	putative Sfp1-Mrs6 complex
Q06411	409	putative Cwc2-Spp382-Ntr2 complex
P32622	277	putative Yef1-Utr1 complex
Q02795	479	oligosaccharyl transferase complex (GO)
P36097	325	putative Yjr136c-Ykl033w complex
P39929	405	putative Snf7-Vps4 complex
Q02821	229	exosome (RNase complex)
P33322	80	core H-ACA snoRNP
P53930	116	SWR1 complex
Q12030	174	SAGA complex
P15274	260	putative Yjl070c-Amd1 complex
P12945	148	NatA complex
Q04867	379	putative Ygr283c-Ymr310c complex
P34078	361	nucleolar preribosome, small subunit precursor (GO)
P17157	56	Pho80-Pho81-Pho85 CDK-cyclin complex
Q00618	209	Rab-protein geranylgeranyltransferase complex
P14843	333	putative Aro3-Bcs1 complex
P17891	82	Clathrin
Q06287	170	90S preribosome
P53685	119	Set3C
P52488	96	SUMO activating enzyme complex
Q3E840	25	putative Ats1-Kti11 complex
P06786	504	synaptonemal complex (GO)
P39744	467	preribosome, large subunit precursor
Q00776	124	AP-1 adaptor complex
P40186	56	cyclin-dependent protein kinase holoenzyme complex (GO)
P38138	133	alpha-glucosidase II complex
Q06405	454	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)
P40356	138	Srb-mediator complex
P16664	107	Ric1-Rgp1 complex
P38251	156	Elg1 RFC-like complex
P36095	433	ESCRT III complex (GO)
Q01448	213	HIR complex
P20133	209	Rab-protein geranylgeranyltransferase complex
Q04410	281	putative Grh1-Fmp38 complex
P22216	2	Asf1-Rad53 complex
P30822	341	putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex
P29468	101	CPF complex
Q12692	39	Kap114-Nap1 histone complex
Q08732	280	putative Sit4-Sap185-Rts3-Hrk1 complex
Q02892	474	nucleolar preribosome, large subunit precursor (GO)
P38291	129	ribonuclease MRP complex
Q03071	509	Cul3-RING ubiquitin ligase complex (GO)
P53202	424	Cul3-RING ubiquitin ligase complex (GO)
P43569	283	putative Sah1-Caf16 complex
P40496	123	mitochondrial small ribosomal subunit
P43603	266	putative Sla2-Lsb3 complex
Q06706	189	Elongator holoenzyme complex
P20436	169	RNA polymerase I complex
Q04002	422	cohesin loading complex (GO)
P40510	258	putative Ser3-Ser33 isozyme complex
Q05027	217	transcription factor TFIID complex
P09457	92	mitochondrial proton-transporting ATP synthase complex
P07834	472	nuclear SCF ubiquitin ligase complex (GO)
P38431	212	eukaryotic translation initiation factor 3 complex
Q12440	191	anaphase-promoting complex
P06700	489	RENT complex (GO)
P28007	80	box H/ACA snoRNP complex (GO)
P40958	41	mitotic checkpoint complex (GO)
P40089	234	snRNP U6
P15019	400	putative Nqm1-Tal1 complex
P09959	231	MBF transcription complex
P22141	192	proteasome core complex
Q00362	111	protein phosphatase type 2A complex
P47035	200	RENT complex
P32381	173	Arp2-3 protein complex
P23248	219	cytosolic large ribosomal subunit
P17629	146	TREX complex
P38241	409	spliceosome
P28005	129	ribonuclease MRP complex
Q02260	423	commitment complex (GO)
P31386	356	putative Ats1-Kti11 complex
P35169	112	TORC1 complex
P38344	396	putative Lsg1-Nmd3-Rei1 complex
Q12745	29	ER SNARE Use1
P39077	216	chaperonin-containing T-complex
P54784	180	origin recognition complex
P18409	392	mitochondrial sorting and assembly machinery complex (GO)
P36526	94	mitochondtrial large ribosomal subunit
P12684	406	putative Hmg1-Hmg2 isozyme complex
P31383	111	protein phosphatase type 2A complex
P43554	171	RSC complex
P53971	306	putative Fap1-Fpr1-Yil161w complex
P41819	170	90S preribosome
P42935	189	Elongator holoenzyme complex
Q03954	130	DASH complex
P38333	170	nucleolar preribosome, small subunit precursor (GO)
P32529	169	RNA polymerase I complex
P53946	187	INO80 complex
P39010	265	putative Ark1-Ste4 complex
P02294	39	Kap114-Nap1 histone complex
Q03071	424	transcription elongation factor complex (GO)
P25847	121	MutSalpha complex
P38682	131	COPI vesicle coat
P26785	219	cytosolic large ribosomal subunit
Q04632	134	Golgi transport complex
P53195	134	Golgi transport complex
Q12028	124	AP-1 adaptor complex
P08964	335	myosin II complex (GO)
P17890	182	RNA polymerase III complex
Q03761	217	transcription factor TFIID complex
P40961	49	prohibitin complex
Q07844	204	preribosome, large subunit precursor
P38181	364	putative Nup170-Nup53-Hms1 complex
P0CX35	170	cytosolic small ribosomal subunit
P28742	444	kinesin complex (GO)
Q07896	204	Noc2p-Noc3p complex (GO)
Q92316	479	oligosaccharyl transferase complex (GO)
P39676	324	putative Yhb1-Aco1 complex
Q99314	242	putative Sas5-Wtm2 complex
Q08649	168	NuA4 histone acetyltransferase complex
P15303	85	Sec24-Sfb2-Sec16-Sec23 complex
Q05635	493	ribonuclease H2 complex
Q12692	420	chromatin assembly complex (GO)
P20435	169	RNA polymerase III complex
P53617	53	Nrd1-Nab3-Sen1 termination complex
P05756	154	cytosolic small ribosomal subunit
P08466	241	putative Nuc1-Trz1-Ymr099c complex
P06779	424	repairosome (GO)
P36076	62	Sis2-Ykl088w-Vhs3 complex
Q02983	497	RNA polymerase I upstream activating factor complex (GO)
P02400	219	cytosolic large ribosomal subunit
P47149	188	MIND complex
P33339	198	transcription factor TFIIIC complex
P41896	215	RNA polymerase II complex
P24583	382	putative Pck1-Eno1 complex
Q12285	322	putative Ybr137w-Sgt2-Mdy2-Yor164c complex
P21951	113	epsilon DNA polymerase complex
P38129	217	transcription factor TFIID complex
Q04199	177	CAF-1 complex
P38324	500	Slx1-Slx4 complex (GO)
P21801	455	mitochondrial respiratory chain complex II (GO)
P53955	508	TORC2 complex (GO)
P38989	233	nuclear condensin complex
P53128	328	putative Met13-Met12 isozyme complex
P53312	50	succinyl-CoA ligase
P25046	138	Srb-mediator complex
P32911	212	eukaryotic translation initiation factor 3 complex
P53733	123	mitochondrial small ribosomal subunit
P22336	225	DNA replication factor A complex
P07703	182	RNA polymerase I complex
P16658	157	tRNA-intron endonuclease complex
P06104	484	proteasome complex (GO)
P47104	152	vacuolar proton-transporting V-type ATPase, V1 domain
Q12046	346	putative Cwc2-Spp382-Ntr2 complex
P0CS90	37	Ssc1-Mge1 complex
P05750	475	nucleolar preribosome, small subunit precursor (GO)
P43621	131	COPI vesicle coat
P14120	219	cytosolic large ribosomal subunit
Q04712	496	RNA polymerase I transcription factor complex (GO)
P43583	192	proteasome core complex
P81449	454	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)
P32835	51	Gsp1-Prp20 complex
Q03435	187	INO80 complex
P20486	426	Cln-Cdc28 protein kinase complex
Q12477	426	cyclin-dependent protein kinase holoenzyme complex (GO)
Q12004	223	core TFIIH complex
P20604	9	Sit4-Sap190 complex
Q03071	150	nucleotide-excision repair factor 4 complex (GO)
Q06512	468	90S preribosome
P40568	188	MIND complex
P32628	18	repairosome (GO)
P53228	400	putative Nqm1-Tal1 complex
P37262	365	putative Ade16-Ade17-Sol2 complex
Q12464	35	R2TP complex
P53280	418	CCR4-NOT complex (GO)
P43569	283	CCR4-NOT complex (GO)
Q08273	164	SCF ubiquitin ligase complex
Q12329	253	putative Hsp42-Gln1 complex
P39704	77	Erp1-Erp2-Emp24-Erv25 p24 complex
P32914	431	RNA polymerase II complex
P0CS90	19	Ssc1-Mge1 complex
Q02866	190	retromer complex
P29311	327	putative Nth1-Bmh1-Bmh2 complex
P06244	195	cAMP-dependent protein kinase complex
P39940	21	Rsp5-Ubp2-Rup1 deubiquitinating enzyme complex
Q06337	168	NuA4 histone acetyltransferase complex
P13393	511	RNA polymerase I transcription factor complex (GO)
P32829	208	Mre11 complex (GO)
P40505	109	Rpd3L complex
P32610	152	vacuolar proton-transporting V-type ATPase, V1 domain
P21771	123	mitochondrial small ribosomal subunit
Q04217	170	90S preribosome
P07267	296	putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex
P53251	475	nucleolar preribosome, small subunit precursor (GO)
P53378	155	gamma-tubulin small complex, spindle pole body
P20604	9	Sit4-Sap155 complex
P41543	278	oligosaccharyl transferase complex (GO)
Q01477	13	Ubp3-Bre5 complex
P19524	465	putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex
P22543	91	phosphatidylinositol 3-kinase complex II
P53076	132	GID complex
P14127	219	cytosolic large ribosomal subunit
Q05021	217	transcription factor TFIID complex
P53911	168	NuA4 histone acetyltransferase complex
P38687	149	signal recognition particle
P36040	30	Pba1-Pba2 complex
Q12349	454	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)
Q05050	339	putative Ygr130c-Ymr031c complex
Q12230	395	putative Pkh1-Mrp8-Pil1-Lsp1 complex
P32565	183	proteasome regulatory particle
P22579	499	Sin3 complex (GO)
P43124	181	Smc5-Smc6 complex
P39927	101	CPF complex
Q3E840	25	Dph1-Dph2-Dph3 complex
Q04410	40	putative Grh1-Fmp38 complex
P25642	94	mitochondtrial large ribosomal subunit
P32578	143	snf1 protein kinase complex
P32913	491	retromer complex, outer shell (GO)
Q99216	170	90S preribosome
P38337	230	COMPASS complex
P25604	194	ESCRT I complex
P38931	138	transcription factor complex (GO)
Q06142	68	putative Kap95-Nup1 nuclear pore subcomplex
P11978	473	chromatin silencing complex (GO)
P21734	484	proteasome complex (GO)
P53261	204	90S preribosome (GO)
P40055	170	90S preribosome
P17157	312	putative Pcl8-Pho85 CDK-cyclin complex
P05755	154	cytosolic small ribosomal subunit
P36121	182	RNA polymerase III complex
P26786	170	90S preribosome
P32790	269	putative Las17-Sla1-Vrp1 complex
P20486	72	cyclin-dependent protein kinase holoenzyme complex (GO)
P19262	114	mitochondrial oxoglutarate dehydrogenase complex
P53295	330	putative Gir2-Rbg2 complex
P38873	507	TORC1 complex
P60010	187	SWR1 complex
P39954	283	putative Sah1-Caf16 complex
Q04660	204	preribosome, large subunit precursor
P00856	454	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO)
P38300	313	putative Mba1-Ste50 complex
P09938	228	ribonucleoside-diphosphate reductase complex
P06778	399	putative Rim1-Rad52 complex
P39007	278	oligosaccharyl transferase complex (GO)
P04449	219	cytosolic large ribosomal subunit
P06779	478	repairosome (GO)
Q08438	62	Sis2-Ykl088w-Vhs3 complex
P39940	515	Rsp5-Ubp2-Rup1 deubiquitinating enzyme complex
P06777	476	nucleotide-excision repair factor 1 complex (GO)
Q03723	479	oligosaccharyl transferase complex (GO)
Q12451	279	putative Osh2-Swh1 complex
Q06103	183	proteasome regulatory particle
P20435	169	RNA polymerase II complex
P43588	183	proteasome regulatory particle
P33755	7	Cdc48-Ufd1-Npl4 complex
Q05541	181	Smc5-Smc6 complex
P32561	109	Rpd3L complex
P04037	163	cytochome c oxidase complex, subunits IV, Va, VI and VIIa
P34078	475	nucleolar preribosome, small subunit precursor (GO)
P25451	192	proteasome core complex
P38845	296	putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex
P53914	170	90S preribosome
P26449	459	Bub1-Bub3 kinase complex
P14736	490	nucleotide-excision repair factor 2 complex
Q03071	150	NEF4 complex
Q06010	303	putative Ste23-Mrn1 complex
P38042	191	anaphase-promoting complex
P32521	3	Pan1-End3 complex
P38624	192	proteasome core complex
P32803	77	putative Emp24-Erv25-Erp3-Erp5 complex
P38922	146	TREX complex
P25635	412	90S preribosome
P15705	59	Cpr6-Hsc82-Sti1-Hsp82 complex
P23254	237	putative Tkl2-Tkl1 isozyme complex
P19516	457	mitochondrial ribosome (GO)
P40065	460	monopolin complex (GO)
P36084	423	commitment complex (GO)
P35177	174	SAGA complex
P53853	15	Rtt109-Vps75 complex
P47035	489	RENT complex
Q12050	156	Elg1 RFC-like complex
Q12387	127	NatB complex
P40547	132	GID complex
P24309	304	putative Drn1-Dbr1 complex
P53145	396	putative Lsg1-Nmd3-Rei1 complex
P50946	349	putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex
P53125	73	Isw2-Itc1 complex
P32902	123	mitochondrial small ribosomal subunit
P13712	177	chromatin silencing complex (GO)
Q05672	235	subunit VII of the cytochrome bc1 complex
P41811	131	COPI vesicle coat
P32432	301	putative Sfp1-Mrs6 complex
P53163	457	mitochondrial ribosome (GO)
Q03921	20	Dop1-Mon2 complex
P53158	401	putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex
P27999	215	RNA polymerase II complex
P47083	170	90S preribosome
P18851	440	heterotrimeric G-protein complex (GO)
P39073	138	Srb-mediator complex
P34078	361	putative Hrr25-Ltv1-Rio2-Tsr1 complex
P08539	440	heterotrimeric G-protein complex
P40069	378	putative Kap123-Ypr174c complex
P32074	131	COPI vesicle coat
P40957	41	Mad1-Mad2 complex
P07276	477	nucleotide-excision repair factor 3 complex (GO)
Q03705	159	EKC-KEOPS protein complex
P40151	276	putative Pcm1-Mgs1 complex
Q04272	433	ESCRT III complex (GO)
Q08966	426	putative Pcl8-Pho85 CDK-cyclin complex
Q08773	73	Isw2-Itc1 complex
P22139	169	RNA polymerase I complex
Q07980	43	Mlh2-Mlh1 heterodimer
Q12186	423	commitment complex 2
P47128	469	NuA4 histone acetyltransferase complex
P20052	426	cyclin-dependent protein kinase holoenzyme complex (GO)
P42841	101	CPF complex
P47117	173	Arp2-3 protein complex
P25344	313	putative Mba1-Ste50 complex
P06779	478	NEF4 complex
Q12118	322	putative Ybr137w-Sgt2-Mdy2-Yor164c complex
P39935	222	eukaryotic translation initiation factor 4F complex
P33301	208	Mre11 complex (GO)
P28000	182	RNA polymerase I complex
P38996	53	Nrd1-Nab3-Sen1 termination complex
P48415	85	Sec24-Sfb2-Sec16-Sec23 complex
P0CX24	219	cytosolic large ribosomal subunit
P24871	72	Cln-Cdc28 protein kinase complex
P38920	214	MutLbeta complex (GO)
P38523	37	Ssc1-Mge1 complex
P47017	234	mRNA cap complex (GO)
P06779	424	nucleotide-excision repair factor 4 complex (GO)
Q04673	223	core TFIIH complex
P80235	267	putative Cyc3-Yat1 complex
P42945	170	90S preribosome
P27692	431	RNA polymerase II complex
P05319	219	cytosolic large ribosomal subunit
Q08689	148	NatA complex
P29703	172	CAAX-protein geranylgeranyltransferase complex
Q03012	230	COMPASS complex
P32524	105	snRNP U2
Q08921	507	TORC1 complex (GO)
P16140	152	vacuolar proton-transporting V-type ATPase, V1 domain
Q03388	116	SWR1 complex
P19524	465	myosin V complex (GO)
Q12455	403	putative Spe3-Spe4 complex
P14747	416	calcineurin complex (GO)
P18409	447	mitochondrial sorting and assembly machinery complex (GO)
P47912	288	putative Faa4-Ygl082w complex
P34078	475	putative Hrr25-Ltv1-Rio2-Tsr1 complex
P40210	140	ubiquitin conjugating enzyme complex
P38792	229	exosome (RNase complex)
P38874	189	Elongator holoenzyme complex
P40078	474	nucleolar preribosome, large subunit precursor (GO)
P33420	432	dynactin complex (GO)
P32591	171	RSC complex
P09733	341	putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex
Q03940	116	R2TP complex
P23255	397	putative Taf8-Taf14-Taf2 TFIID subcomplex
Q08966	426	cyclin-dependent protein kinase holoenzyme complex (GO)
Q05635	95	ribonuclease H2 complex
P16861	411	6-phosphofructokinase complex (GO)
Q02516	151	CCAAT-binding factor complex
P43583	485	proteasome core complex
P32797	473	nuclear telomere cap complex (GO)
P53201	116	SWR1 complex
P17649	308	putative Uga1-Ndt80 complex
Q01476	21	Rsp5-Ubp2-Rup1 deubiquitinating enzyme complex
Q12143	188	MIND complex
P23369	94	mitochondtrial large ribosomal subunit
Q06677	259	putative Slx5-Swa2 complex
P52490	514	ubiquitin conjugating enzyme complex
Q92331	491	retromer complex, outer shell (GO)
Q04338	55	Vti1-Pep12 complex
P36116	178	GARP complex
P21672	495	ribonucleoside-diphosphate reductase complex (GO)
P39520	390	CURI complex (GO)
P53738	23	Trm9-Trm112 complex
P57743	234	snRNP U6
P35189	397	NuA3 histone acetyltransferase complex (GO)
Q08204	181	Smc5-Smc6 complex
Q07979	171	RSC complex
P32388	94	mitochondtrial large ribosomal subunit
P38863	155	gamma-tubulin small complex, spindle pole body
P53881	94	mitochondtrial large ribosomal subunit
P39743	11	Rvs161-Rvs167 complex
P26786	154	cytosolic small ribosomal subunit
P15436	104	delta DNA polymerase complex
Q03532	204	preribosome, large subunit precursor
P38132	446	MCM complex (GO)
P32325	428	Dbf4-dependent protein kinase complex (GO)
P43321	423	commitment complex (GO)
P38826	180	origin recognition complex
P38129	174	SAGA complex
Q12308	198	transcription factor TFIIIC complex
P52891	66	nucleoporin Nup84 subcomplex
Q06142	342	Ulp1 nuclear pore complex
P09959	231	SBF transcription complex
P28004	409	spliceosome
P18409	447	Mdm10/Mdm12/Mmm1 complex (GO)
P14741	185	eukaryotic translation initiation factor 2B complex
P53829	418	CCR4-NOT complex
P05750	219	nucleolar preribosome, small subunit precursor (GO)
P53836	418	CCR4-NOT complex (GO)
P43564	124	AP-1 adaptor complex
P0CX35	154	90S preribosome
P09624	437	mitochondrial oxoglutarate dehydrogenase complex
P39073	510	Srb-mediator complex
P53199	243	putative Cdc47-Erg26 complex
Q02825	513	tRNA-intron endonuclease complex (GO)
P06700	473	TEL complex
P28007	80	core H-ACA snoRNP
P26449	459	mitotic checkpoint complex (GO)
Q06142	342	Nup60-Nup2 nuclear pore complex
P40087	373	putative Ddi1-Pmt4 complex
P38193	398	putative Ssd1-Psy4-Pph3-Psy2 complex
Q06266	264	putative Nvj1-Tos4 complex
P54113	365	putative Ade16-Ade17-Sol2 complex
P39719	244	putative Flc2-Tcb3 complex
P40958	459	Mad1-Mad2 complex
Q12345	187	INO80 complex
Q03557	367	putative Pet112-Ymr293c complex
P06104	14	Rad6-Rad18 complex
P06700	65	RENT complex
P53292	123	mitochondrial small ribosomal subunit
P40317	296	putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex
P06700	473	nuclear telomere cap complex (GO)
Q06680	233	nuclear condensin complex
P14742	310	putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex
P20434	169	RNA polymerase III complex
P38336	129	ribonuclease MRP complex
P53538	101	CPF complex
P38829	372	putative Cia1-Yhr122w-Met18-Nar1 complex
P32844	202	exocyst
P32628	490	nucleotide-excision repair factor 2 complex
P32628	18	Rad23-Png1 complex
Q04603	113	chromatin accessibility complex (GO)
P42847	123	mitochondrial small ribosomal subunit
Q99207	170	90S preribosome
Q07897	170	90S preribosome
Q00723	1	Spp381-Prp38 complex
Q06604	307	putative Crn1-Inp52-Bsp1 complex
P18414	341	putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex
Q12523	305	putative Yak1-Ypl247c complex
P07149	199	fatty acid synthase complex
P48164	219	cytosolic large ribosomal subunit
P31688	226	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)
P25569	132	GID complex
P25693	426	cyclin-dependent protein kinase holoenzyme complex (GO)
Q05942	474	putative Rsa3-Urb1-Urb2-Nop8 complex
P22007	232	protein farnesyltransferase complex
P53861	509	Cul3-RING ubiquitin ligase complex (GO)
P32356	327	putative Nth1-Bmh1-Bmh2 complex
P20438	426	cyclin-dependent protein kinase holoenzyme complex (GO)
P32828	259	ubiquitin ligase complex (GO)
P27351	176	AP-2 adaptor complex
P14242	214	MutLalpha complex
P0CX50	219	cytosolic large ribosomal subunit
Q02642	218	nascent polypeptide-associated complex
Q12176	466	Noc1p-Noc2p complex (GO)
P08539	440	heterotrimeric G-protein complex (GO)
P15731	300	proteasome complex (GO)
Q12114	186	exomer complex
P19097	199	fatty acid synthase complex
Q12692	39	chromatin assembly complex (GO)
P33767	479	oligosaccharyl transferase complex (GO)
P48234	170	90S preribosome
P53847	29	ER SNARE Use1
P36008	167	eukaryotic translation elongation factor 1 complex
Q08747	497	RNA polymerase I upstream activating factor complex (GO)
P53861	424	transcription elongation factor complex (GO)
Q12149	229	exosome (RNase complex)
P38120	123	mitochondrial small ribosomal subunit
P40164	263	putative Psy2-Rrd1 complex
Q12748	64	COMA complex
P32916	210	signal recognition particle receptor complex
P38623	363	putative Hog1-Rck2 complex
Q02892	204	nucleolar preribosome, large subunit precursor (GO)
Q12046	409	putative Cwc2-Spp382-Ntr2 complex
P32563	86	vacuolar proton-transporting V-type ATPase, V0 domain
P60010	187	NuA4 histone acetyltransferase complex
P43593	486	proteasome regulatory particle
Q02948	91	phosphatidylinositol 3-kinase complex II
Q05934	323	putative Ygr071c-Vid22-Tbf1 complex
P13393	496	transcription factor TFIIIB complex (GO)
P80428	187	INO80 complex
P29453	219	cytosolic large ribosomal subunit
P53896	445	mannosyltransferase complex (GO)
P05739	219	cytosolic large ribosomal subunit
Q04603	419	chromatin accessibility complex (GO)
P15873	481	PCNA complex (GO)
P18851	440	heterotrimeric G-protein complex
P40019	420	chromatin assembly complex (GO)
P40960	427	cytoplasmic dynein complex (GO)
P38781	171	RSC complex
Q06142	76	putative Kap95-Nup1 nuclear pore subcomplex
P38877	83	Ctf18 RFC-like complex
P36130	418	CCR4-NOT complex (GO)
P32829	208	Mre11 complex
P32828	515	putative Slx5-Swa2 complex
P53096	119	Set3C
P05738	219	cytosolic large ribosomal subunit
P38738	349	putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex
P38229	487	protein phosphatase type 1 complex (GO)
P38112	204	preribosome, large subunit precursor
P36162	130	DASH complex
P20438	72	Cln-Cdc28 protein kinase complex
P49090	391	putative Asn1-Asn2 isozyme complex
P23293	60	Bur1-Bur2 CDK-cyclin complex
Q12464	187	INO80 complex
P36527	94	mitochondtrial large ribosomal subunit
P40560	368	putative Cul3-Yil001w complex
P23561	6	Ste11-Ste50 complex
P05986	195	cAMP-dependent protein kinase complex
P52286	220	RAVE complex
P47089	298	putative Tma20-Tma22 complex
Q03071	150	transcription elongation factor complex (GO)
P39678	141	MBF transcription complex
P0CX44	219	cytosolic large ribosomal subunit
P46958	296	putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex
P06779	150	repairosome (GO)
Q12464	116	SWR1 complex
P06779	490	repairosome (GO)
P32807	197	Ku70:Ku80 complex
Q03799	123	mitochondrial small ribosomal subunit
P33754	211	endoplasmic reticulum Sec complex
P38882	170	90S preribosome
Q03071	478	NEF4 complex
P09624	437	glycine cleavage complex (GO)
Q04033	268	putative Uba1-Ydr415c complex
P38321	247	putative Ybr225w-Mds3-Cdc25 complex
P33895	108	Ndc80 complex
P20436	169	RNA polymerase III complex
P17157	56	putative Pcl8-Pho85 CDK-cyclin complex
P32915	512	translocon complex (GO)
P16658	157	tRNA-intron endonuclease complex (GO)
Q05027	217	SAGA complex
Q9URQ5	171	RSC complex
P06700	65	nuclear telomere cap complex (GO)
Q04347	336	putative Efg1-Bud22 complex
Q03071	424	nucleotide-excision repair factor 4 complex (GO)
P06243	428	Dbf4-dependent protein kinase complex (GO)
P32473	137	mitochondrial pyruvate dehydrogenase complex
Q6Q547	80	core H-ACA snoRNP
P46971	373	putative Ddi1-Pmt4 complex
P00560	274	putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex
P80428	116	SWR1 complex
P14682	164	SCF ubiquitin ligase complex
P32895	57	Prs1-Prs3 heterodimer
P38263	132	GID complex
P27895	444	putative Cin8-Zwf1 complex
P06700	65	TEL complex
P38688	149	signal recognition particle
P06700	473	RENT complex
Q03761	217	SAGA complex
P36108	433	ESCRT III complex (GO)
P49723	228	ribonucleoside-diphosphate reductase complex
P20053	125	U4-U6 x U5 tri-snRNP complex
P32910	182	RNA polymerase III complex
Q12072	158	ISW1 complex
P49956	83	Ctf18 RFC-like complex
P33893	367	putative Pet112-Ymr293c complex
P36054	416	calcineurin complex (GO)
Q12311	345	NuA3 histone acetyltransferase complex (GO)
P25296	206	calcineurin complex (GO)
P19524	335	myosin V complex (GO)
Q06216	487	protein phosphatase type 1 complex (GO)
P25366	349	putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex
P22579	109	Rpd3L complex
P38634	72	Cln-Cdc28 protein kinase complex
P53040	217	transcription factor TFIID complex
P38257	442	Holliday junction resolvase complex (GO)
Q02775	63	putative Slu7-Prp18 complex
P23059	115	NatC complex
P36124	119	Set3C
Q07896	204	preribosome, large subunit precursor
P53204	371	putative Nma2-Nma1 complex
P53253	293	putative Nnf2-Yel043w complex
Q06213	138	Srb-mediator complex
P38835	331	putative Yhr131c-Rsp5 complex
Q07350	105	snRNP U2
Q12452	389	putative Erg7-Erg27 complex
P38429	109	Rpd3L complex
P25635	170	90S preribosome
P14306	42	Ic-CPY complex
Q06411	346	putative Cwc2-Spp382-Ntr2 complex
P38737	484	proteasome regulatory particle
P53010	153	PAN complex
P25344	6	putative Mba1-Ste50 complex
Q12329	337	putative Hsp42-Sis1 complex
Q07468	161	HOPS complex
P38061	219	cytosolic large ribosomal subunit
P32345	398	putative Ssd1-Psy4-Pph3-Psy2 complex
P40457	494	ribonucleoprotein complex (GO)
P33297	183	proteasome regulatory particle
P41800	447	Mdm10/Mdm12/Mmm1 complex (GO)
P34218	469	putative Sas3-Nto1-Ylr455w complex
Q12030	174	transcription factor TFIID complex
Q12159	146	TREX complex
P32494	174	SAGA complex
Q03558	407	putative Oye2-Oye3 complex
Q04659	16	Csm3-Tof1 complex
P52490	140	ubiquitin conjugating enzyme complex (GO)
P28007	415	core H-ACA snoRNP
P53165	174	SAGA complex
P36132	159	EKC-KEOPS protein complex
P11433	377	putative Boi2-Cdc24 complex
P53951	134	Golgi transport complex
P25293	39	Kap114-Nap1 histone complex
Q12499	414	box C/D snoRNP complex (GO)
P32479	213	HIR complex
P43585	517	vacuolar transporter chaperone complex (GO)
P54885	309	putative Ptc6-Pro2 complex
P53141	335	putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex
P48570	326	putative Lys20-Lys21 isozyme complex
P38927	518	zeta DNA polymerase complex (GO)
P38753	145	ESCRT-0 complex
P42846	80	core H-ACA snoRNP
P10664	219	cytosolic large ribosomal subunit
P40033	123	mitochondrial small ribosomal subunit
P38930	425	CURI complex (GO)
Q02260	125	commitment complex (GO)
P39520	425	CURI complex (GO)
P40069	402	putative Fun19-Kap123 complex
Q06163	505	telomerase catalytic core complex (GO)
P53930	168	SWR1 complex
Q06580	335	putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex
P53743	252	putative Hca4-Esf1-Esf2 complex
