"Gene Name","Protein IDs","Benign_vs_Malignant_log2 fold change","Benign_vs_Malignant_p.val","Benign_vs_Malignant_p.adj","significant","Benign_vs_Malignant_significant","imputed","num_NAs","Protein.names"
"PSMB8","P28062",0.231,0.365,0.437,FALSE,FALSE,FALSE,0,"Proteasome subunit beta type-8"
"PSMC1","P62191",-0.314,0.0353,0.0627,FALSE,FALSE,FALSE,0,"26S protease regulatory subunit 4"
"PSMC2","P35998",-0.517,0.000682,0.00319,FALSE,FALSE,FALSE,0,"26S protease regulatory subunit 7"
"PSMC3","P17980",-0.428,0.00491,0.0135,FALSE,FALSE,FALSE,0,"26S protease regulatory subunit 6A"
"PSMC4","P43686",-0.365,0.0223,0.0444,FALSE,FALSE,FALSE,0,"26S protease regulatory subunit 6B"
"PSMC5","P62195",-0.592,0.00346,0.0106,FALSE,FALSE,FALSE,0,"26S protease regulatory subunit 8"
"PSMC6","P62333",-0.429,0.00521,0.014,FALSE,FALSE,FALSE,0,"26S protease regulatory subunit 10B"
"PSMD1","Q99460",-0.967,0.0117,0.0266,FALSE,FALSE,TRUE,1,"26S proteasome non-ATPase regulatory subunit 1"
"PSMD11","O00231",-0.742,0.000168,0.00126,FALSE,FALSE,FALSE,0,"26S proteasome non-ATPase regulatory subunit 11"
"PSMD12","O00232",-0.169,0.266,0.336,FALSE,FALSE,FALSE,0,"26S proteasome non-ATPase regulatory subunit 12"
"PSMD13","Q9UNM6",-0.505,0.0247,0.0483,FALSE,FALSE,FALSE,0,"26S proteasome non-ATPase regulatory subunit 13"
"PSMD2","Q13200",-0.492,0.00122,0.00485,FALSE,FALSE,FALSE,0,"26S proteasome non-ATPase regulatory subunit 2"
"PSMD3","O43242",-0.508,0.00214,0.00741,FALSE,FALSE,FALSE,0,"26S proteasome non-ATPase regulatory subunit 3"
"PSMD5","Q16401",0.0427,0.899,0.926,FALSE,FALSE,FALSE,0,"26S proteasome non-ATPase regulatory subunit 5"
"PSMD6","Q15008",-0.533,0.0102,0.0242,FALSE,FALSE,FALSE,0,"26S proteasome non-ATPase regulatory subunit 6"
"PSMD7","P51665",-0.77,0.005,0.0137,FALSE,FALSE,TRUE,2,"26S proteasome non-ATPase regulatory subunit 7"
"PSMD8","P48556",-0.999,0.031,0.057,FALSE,FALSE,TRUE,10,"26S proteasome non-ATPase regulatory subunit 8"
"PSMD9","O00233",-0.508,0.237,0.304,FALSE,FALSE,TRUE,2,"26S proteasome non-ATPase regulatory subunit 9"
"PSME1","Q06323",-0.327,0.0424,0.073,FALSE,FALSE,FALSE,0,"Proteasome activator complex subunit 1"
"PSME2","Q9UL46",-0.26,0.329,0.401,FALSE,FALSE,FALSE,0,"Proteasome activator complex subunit 2"
"PTBP1","P26599",-0.822,0.000102,0.000951,FALSE,FALSE,FALSE,0,"Polypyrimidine tract-binding protein 1"
"PTER","Q96BW5",0.154,0.602,0.662,FALSE,FALSE,TRUE,5,"Phosphotriesterase-related protein"
"PTGES2","Q9H7Z7",-0.409,0.0663,0.104,FALSE,FALSE,TRUE,2,"Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form"
"PTGES3","Q15185",-0.56,0.0011,0.00448,FALSE,FALSE,FALSE,0,"Prostaglandin E synthase 3"
"PTGR1","Q14914",-0.521,0.0778,0.119,FALSE,FALSE,FALSE,0,"Prostaglandin reductase 1"
"PTK7","Q13308",-0.796,0.125,0.177,FALSE,FALSE,TRUE,6,"Inactive tyrosine-protein kinase 7"
"PTPN11","Q06124",0.251,0.63,0.688,FALSE,FALSE,TRUE,5,"Tyrosine-protein phosphatase non-receptor type 11"
"PTPN23","Q9H3S7",-0.211,0.355,0.427,FALSE,FALSE,TRUE,8,"Tyrosine-protein phosphatase non-receptor type 23"
"PURA","Q00577",-0.0223,0.967,0.976,FALSE,FALSE,TRUE,2,"Transcriptional activator protein Pur-alpha"
"PXDN","Q92626",-0.752,0.0871,0.131,FALSE,FALSE,TRUE,15,"Peroxidasin homolog"
"PXN","P49023",0.833,0.0532,0.0876,FALSE,FALSE,TRUE,2,"Paxillin"
"PYCARD","Q9ULZ3",0.726,0.0165,0.0351,FALSE,FALSE,FALSE,0,"Apoptosis-associated speck-like protein containing a CARD"
"PYGB","P11216",0.883,9.59e-05,0.000927,FALSE,FALSE,FALSE,0,"Glycogen phosphorylase, brain form"
"PYGL","P06737",0.368,0.247,0.316,FALSE,FALSE,FALSE,0,"Glycogen phosphorylase, liver form"
"PYGM","P11217",0.567,0.285,0.355,FALSE,FALSE,TRUE,9,"Glycogen phosphorylase, muscle form"
"QDPR","P09417",-0.239,0.211,0.277,FALSE,FALSE,FALSE,0,"Dihydropteridine reductase"
"QIL1","Q5XKP0",-0.871,0.0388,0.0676,FALSE,FALSE,TRUE,5,"Protein QIL1"
"RAB10","P61026",-1.57,0.0968,0.143,FALSE,FALSE,TRUE,11,"Ras-related protein Rab-10"
"RAB11B","Q15907",-0.301,0.049,0.0822,FALSE,FALSE,FALSE,0,"Ras-related protein Rab-11B;Ras-related protein Rab-11A"
"RAB14","P61106",-0.513,0.00747,0.0187,FALSE,FALSE,FALSE,0,"Ras-related protein Rab-14"
"RAB1B","Q9H0U4",-0.676,0.00131,0.0051,FALSE,FALSE,FALSE,0,"Ras-related protein Rab-1B;Putative Ras-related protein Rab-1C"
"RAB21","Q9UL25",0.321,0.361,0.433,FALSE,FALSE,TRUE,1,"Ras-related protein Rab-21"
"RAB23","Q9ULC3",0.397,0.0216,0.0434,FALSE,FALSE,FALSE,0,"Ras-related protein Rab-23"
"RAB27A","P51159",-1.33,0.108,0.156,FALSE,FALSE,TRUE,3,"Ras-related protein Rab-27A"
"RAB27B","O00194",-0.329,0.623,0.681,FALSE,FALSE,TRUE,2,"Ras-related protein Rab-27B"
"RAB2A","P61019",-0.89,0.000243,0.00161,FALSE,FALSE,FALSE,0,"Ras-related protein Rab-2A"
"RAB3B","P20337",-1.33,0.0923,0.138,FALSE,FALSE,TRUE,7,"Ras-related protein Rab-3B"
"RAB3D","O95716",-1.34,0.107,0.155,FALSE,FALSE,TRUE,4,"Ras-related protein Rab-3D"
"RAB5A","P20339",-1.3,0.0327,0.0592,FALSE,FALSE,TRUE,11,"Ras-related protein Rab-5A"
"RAB5B","P61020",-0.0398,0.821,0.859,FALSE,FALSE,FALSE,0,"Ras-related protein Rab-5B"
"RAB5C","P51148",-0.298,0.0567,0.0922,FALSE,FALSE,FALSE,0,"Ras-related protein Rab-5C"
"RAB7A","P51149",-0.554,0.00117,0.0047,FALSE,FALSE,FALSE,0,"Ras-related protein Rab-7a"
"RAC1","P63000",-0.0699,0.71,0.759,FALSE,FALSE,FALSE,0,"Ras-related C3 botulinum toxin substrate 1"
"RAC2","P15153",0.715,0.342,0.415,FALSE,FALSE,TRUE,5,"Ras-related C3 botulinum toxin substrate 2"
"RAD23B","P54727",-0.716,0.000249,0.00164,FALSE,FALSE,FALSE,0,"UV excision repair protein RAD23 homolog B"
"RALB","P11234",0.311,0.395,0.468,FALSE,FALSE,TRUE,2,"Ras-related protein Ral-B"
"RALY","Q9UKM9",-0.827,0.175,0.236,FALSE,FALSE,TRUE,3,"RNA-binding protein Raly"
"RAN","P62826",-0.607,4.35e-05,0.000568,FALSE,FALSE,FALSE,0,"GTP-binding nuclear protein Ran"
"RANBP1","P43487",-0.26,0.0603,0.0962,FALSE,FALSE,FALSE,0,"Ran-specific GTPase-activating protein"
"RAP1A","P62834",0.275,0.0295,0.0549,FALSE,FALSE,FALSE,0,"Ras-related protein Rap-1A"
"RAP1B","P61224",0.15,0.227,0.294,FALSE,FALSE,FALSE,0,"Ras-related protein Rap-1b;Ras-related protein Rap-1b-like protein"
"RAP1GDS1","P52306",0.289,0.253,0.322,FALSE,FALSE,TRUE,1,"Rap1 GTPase-GDP dissociation stimulator 1"
"RAVER1","Q8IY67",-0.849,0.0291,0.0545,FALSE,FALSE,TRUE,14,"Ribonucleoprotein PTB-binding 1"
"RBBP4","Q09028",-0.645,0.000304,0.00185,FALSE,FALSE,FALSE,0,"Histone-binding protein RBBP4"
"RBBP9","O75884",-0.201,0.159,0.218,FALSE,FALSE,FALSE,0,"Putative hydrolase RBBP9"
"RBM12","Q9NTZ6",-0.893,0.225,0.291,FALSE,FALSE,TRUE,13,"RNA-binding protein 12"
"RBM27","Q9P2N5",-0.348,0.271,0.34,FALSE,FALSE,TRUE,14,"RNA-binding protein 27"
"RBM42","Q9BTD8",-0.349,0.359,0.432,FALSE,FALSE,TRUE,14,"RNA-binding protein 42"
"RBP4","P02753",0.478,0.452,0.522,FALSE,FALSE,TRUE,3,"Retinol-binding protein 4;Plasma retinol-binding protein(1-182);Plasma retinol-binding protein(1-181);Plasma retinol-binding protein(1-179);Plasma retinol-binding protein(1-176)"
"RCN1","Q15293",0.0208,0.91,0.933,FALSE,FALSE,FALSE,0,"Reticulocalbin-1"
"RDH11","Q8TC12",-1.31,0.0576,0.0932,FALSE,FALSE,FALSE,0,"Retinol dehydrogenase 11"
"RDH13","Q8NBN7",0.52,0.0528,0.0871,FALSE,FALSE,TRUE,13,"Retinol dehydrogenase 13"
"RDX","P35241",-0.0408,0.942,0.955,FALSE,FALSE,TRUE,3,"Radixin"
"RECQL","P46063",-0.583,0.185,0.248,FALSE,FALSE,TRUE,8,"ATP-dependent DNA helicase Q1"
"REEP5","Q00765",-0.534,0.269,0.339,FALSE,FALSE,TRUE,1,"Receptor expression-enhancing protein 5"
"RHOA","P61586",-0.19,0.129,0.182,FALSE,FALSE,FALSE,0,"Transforming protein RhoA"
"RHOG","P84095",-0.158,0.82,0.858,FALSE,FALSE,TRUE,9,"Rho-related GTP-binding protein RhoG"
"RNH1","P13489",0.0714,0.589,0.65,FALSE,FALSE,FALSE,0,"Ribonuclease inhibitor"
"RNPEP","Q9H4A4",-0.282,0.051,0.085,FALSE,FALSE,FALSE,0,"Aminopeptidase B"
"RNPS1","Q15287",-0.416,0.359,0.432,FALSE,FALSE,TRUE,6,"RNA-binding protein with serine-rich domain 1"
"ROCK1","Q13464",1.19,0.1,0.148,FALSE,FALSE,TRUE,7,"Rho-associated protein kinase 1"
"ROCK2","O75116",0.0723,0.834,0.871,FALSE,FALSE,TRUE,1,"Rho-associated protein kinase 2"
"RPA1","P27694",-0.759,0.0761,0.117,FALSE,FALSE,TRUE,4,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed"
"RPA3","P35244",-0.548,0.00225,0.00769,FALSE,FALSE,FALSE,0,"Replication protein A 14 kDa subunit"
"RPE","Q96AT9",-0.366,0.508,0.575,FALSE,FALSE,TRUE,5,"Ribulose-phosphate 3-epimerase"
"RPL10","P27635",-0.825,2e-04,0.00141,FALSE,FALSE,FALSE,0,"60S ribosomal protein L10"
"RPL10A","P62906",-0.537,8e-04,0.00354,FALSE,FALSE,FALSE,0,"60S ribosomal protein L10a"
"RPL11","P62913",-0.141,0.785,0.828,FALSE,FALSE,TRUE,1,"60S ribosomal protein L11"
"RPL12","P30050",-0.593,0.000959,0.00409,FALSE,FALSE,FALSE,0,"60S ribosomal protein L12"
"RPL13","P26373",-0.547,0.023,0.0456,FALSE,FALSE,FALSE,0,"60S ribosomal protein L13"
"RPL14","P50914",-0.729,0.0017,0.00627,FALSE,FALSE,FALSE,0,"60S ribosomal protein L14"
"RPL15","P61313",-0.714,0.00149,0.00564,FALSE,FALSE,FALSE,0,"60S ribosomal protein L15"
"RPL17","P18621",-1.08,0.031,0.057,FALSE,FALSE,TRUE,1,"60S ribosomal protein L17"
"RPL18","Q07020",-0.739,0.00455,0.0128,FALSE,FALSE,FALSE,0,"60S ribosomal protein L18"
"RPL18A","Q02543",-0.858,0.166,0.226,FALSE,FALSE,TRUE,6,"60S ribosomal protein L18a"
"RPL19","P84098",-0.564,0.0143,0.0313,FALSE,FALSE,FALSE,0,"60S ribosomal protein L19"
"RPL22","P35268",-0.761,0.0943,0.14,FALSE,FALSE,TRUE,6,"60S ribosomal protein L22"
"RPL23A","P62750",-0.608,0.00508,0.0138,FALSE,FALSE,FALSE,0,"60S ribosomal protein L23a"
"RPL24","P83731",-0.646,0.0013,0.00507,FALSE,FALSE,FALSE,0,"60S ribosomal protein L24"
"RPL27","P61353",-0.817,0.201,0.266,FALSE,FALSE,TRUE,2,"60S ribosomal protein L27"
"RPL27A","P46776",-0.64,0.000531,0.00273,FALSE,FALSE,FALSE,0,"60S ribosomal protein L27a"
"RPL3","P39023",-0.708,0.00306,0.00969,FALSE,FALSE,FALSE,0,"60S ribosomal protein L3"
"RPL35","P42766",-1.14,0.0731,0.113,FALSE,FALSE,TRUE,5,"60S ribosomal protein L35"
"RPL38","P63173",-1.2,0.0262,0.0504,FALSE,FALSE,TRUE,2,"60S ribosomal protein L38"
"RPL4","P36578",-0.697,0.000383,0.00217,FALSE,FALSE,FALSE,0,"60S ribosomal protein L4"
"RPL5","P46777",-0.838,0.000124,0.00107,FALSE,FALSE,FALSE,0,"60S ribosomal protein L5"
"RPL6","Q02878",-0.783,0.000204,0.00144,FALSE,FALSE,FALSE,0,"60S ribosomal protein L6"
"RPLP0","P05388",-0.711,0.000198,0.00141,FALSE,FALSE,FALSE,0,"60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like"
"RPLP2","P05387",-0.692,0.000226,0.00154,FALSE,FALSE,FALSE,0,"60S acidic ribosomal protein P2"
"RPN1","P04843",-0.381,0.0116,0.0264,FALSE,FALSE,FALSE,0,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1"
"RPN2","P04844",-0.285,0.0941,0.14,FALSE,FALSE,FALSE,0,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2"
"RPRD1B","Q9NQG5",-0.886,0.000442,0.00239,FALSE,FALSE,FALSE,0,"Regulation of nuclear pre-mRNA domain-containing protein 1B"
"RPS10","P46783",-0.503,0.00579,0.0152,FALSE,FALSE,FALSE,0,"40S ribosomal protein S10;Putative 40S ribosomal protein S10-like"
"RPS12","P25398",-0.922,4.69e-06,0.000195,FALSE,FALSE,FALSE,0,"40S ribosomal protein S12"
"RPS13","P62277",-0.61,0.00186,0.00669,FALSE,FALSE,FALSE,0,"40S ribosomal protein S13"
"RPS14","P62263",-0.714,0.00177,0.00644,FALSE,FALSE,FALSE,0,"40S ribosomal protein S14"
"RPS15","P62841",-1.31,0.0288,0.0541,FALSE,FALSE,TRUE,2,"40S ribosomal protein S15"
"RPS16","P62249",-0.466,0.0136,0.0301,FALSE,FALSE,FALSE,0,"40S ribosomal protein S16"
"RPS17","P08708",-0.685,0.00119,0.00476,FALSE,FALSE,FALSE,0,"40S ribosomal protein S17"
"RPS18","P62269",-0.735,0.0137,0.0303,FALSE,FALSE,FALSE,0,"40S ribosomal protein S18"
"RPS19","P39019",-0.671,0.000274,0.00173,FALSE,FALSE,FALSE,0,"40S ribosomal protein S19"
"RPS2","P15880",-0.747,8.71e-05,0.000881,FALSE,FALSE,FALSE,0,"40S ribosomal protein S2"
"RPS20","P60866",-0.634,0.00347,0.0106,FALSE,FALSE,FALSE,0,"40S ribosomal protein S20"
"RPS21","P63220",-0.398,0.0194,0.0399,FALSE,FALSE,FALSE,0,"40S ribosomal protein S21"
"RPS24","P62847",-0.705,0.0763,0.117,FALSE,FALSE,TRUE,3,"40S ribosomal protein S24"
"RPS25","P62851",-0.377,0.473,0.541,FALSE,FALSE,TRUE,1,"40S ribosomal protein S25"
"RPS26","P62854",-0.473,0.266,0.336,FALSE,FALSE,TRUE,15,"40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1"
"RPS27","P42677",-1.66,0.1,0.147,FALSE,FALSE,TRUE,13,"40S ribosomal protein S27"
"RPS27A","P62979",-0.548,0.00205,0.00716,FALSE,FALSE,FALSE,0,"Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin"
"RPS3","P23396",-0.668,0.000231,0.00155,FALSE,FALSE,FALSE,0,"40S ribosomal protein S3"
"RPS3A","P61247",-0.676,0.00143,0.00546,FALSE,FALSE,FALSE,0,"40S ribosomal protein S3a"
"RPS4X","P62701",-0.651,0.00401,0.0117,FALSE,FALSE,FALSE,0,"40S ribosomal protein S4, X isoform"
"RPS4Y1","P22090",-0.584,0.127,0.18,FALSE,FALSE,TRUE,12,"40S ribosomal protein S4, Y isoform 1"
"RPS5","P46782",-1.8,0.054,0.0886,FALSE,FALSE,TRUE,4,"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed"
"RPS6KA3","P51812",-1.14,0.0344,0.0614,FALSE,FALSE,TRUE,1,"Ribosomal protein S6 kinase alpha-3"
"RPS7","P62081",-0.812,0.00445,0.0126,FALSE,FALSE,FALSE,0,"40S ribosomal protein S7"
"RPS9","P46781",-0.68,0.000938,0.00402,FALSE,FALSE,FALSE,0,"40S ribosomal protein S9"
"RPSA","P08865",-0.691,0.000584,0.00288,FALSE,FALSE,FALSE,0,"40S ribosomal protein SA"
"RRAS","P10301",0.791,7.64e-05,0.000811,FALSE,FALSE,FALSE,0,"Ras-related protein R-Ras"
"RRBP1","Q9P2E9",-0.503,0.00385,0.0114,FALSE,FALSE,FALSE,0,"Ribosome-binding protein 1"
"RRM2B","Q7LG56",-0.482,0.18,0.241,FALSE,FALSE,TRUE,10,"Ribonucleoside-diphosphate reductase subunit M2 B"
"RRP12","Q5JTH9",0.649,0.0375,0.0658,FALSE,FALSE,TRUE,15,"RRP12-like protein"
"RSU1","Q15404",0.904,0.00112,0.00454,FALSE,FALSE,FALSE,0,"Ras suppressor protein 1"
"RTCA","O00442",-0.675,0.0659,0.104,FALSE,FALSE,TRUE,1,"RNA 3-terminal phosphate cyclase"
"RTCB","Q9Y3I0",-0.402,0.021,0.0425,FALSE,FALSE,FALSE,0,"tRNA-splicing ligase RtcB homolog"
"RTN2","O75298",0.439,0.27,0.34,FALSE,FALSE,TRUE,10,"Reticulon-2"
"RTN3","O95197",0.987,0.412,0.483,FALSE,FALSE,TRUE,10,"Reticulon-3"
"RTN4","Q9NQC3",0.715,0.000351,0.00205,FALSE,FALSE,FALSE,0,"Reticulon-4"
"RUFY1","Q96T51",-1.01,0.0399,0.0693,FALSE,FALSE,TRUE,12,"RUN and FYVE domain-containing protein 1"
"RUVBL1","Q9Y265",-0.771,0.000175,0.00129,FALSE,FALSE,FALSE,0,"RuvB-like 1"
"RUVBL2","Q9Y230",-0.928,0.218,0.284,FALSE,FALSE,TRUE,14,"RuvB-like 2"
"S100A11","P31949",0.235,0.436,0.506,FALSE,FALSE,FALSE,0,"Protein S100-A11;Protein S100-A11, N-terminally processed"
"S100A12","P80511",1.47,0.0844,0.128,FALSE,FALSE,TRUE,15,"Protein S100-A12;Calcitermin"
"S100A13","Q99584",0.948,0.224,0.29,FALSE,FALSE,TRUE,10,"Protein S100-A13"
"S100A8","P05109",0.912,0.0348,0.0619,FALSE,FALSE,FALSE,0,"Protein S100-A8;Protein S100-A8, N-terminally processed"
"SACM1L","Q9NTJ5",0.215,0.659,0.712,FALSE,FALSE,TRUE,3,"Phosphatidylinositide phosphatase SAC1"
"SAMHD1","Q9Y3Z3",0.0446,0.88,0.91,FALSE,FALSE,FALSE,0,"Deoxynucleoside triphosphate triphosphohydrolase SAMHD1"
"SAMM50","Q9Y512",-1.28,0.0325,0.059,FALSE,FALSE,TRUE,10,"Sorting and assembly machinery component 50 homolog"
"SAR1A","Q9NR31",-0.195,0.621,0.679,FALSE,FALSE,TRUE,1,"GTP-binding protein SAR1a"
"SAR1B","Q9Y6B6",-0.581,0.0137,0.0303,FALSE,FALSE,TRUE,1,"GTP-binding protein SAR1b"
"SARNP","P82979",-1.36,0.0562,0.0916,FALSE,FALSE,TRUE,11,"SAP domain-containing ribonucleoprotein"
"SARS","P49591",-0.228,0.0455,0.0773,FALSE,FALSE,FALSE,0,"Serine--tRNA ligase, cytoplasmic"
"SBDS","Q9Y3A5",0.224,0.11,0.158,FALSE,FALSE,FALSE,0,"Ribosome maturation protein SBDS"
"SCAMP2","O15127",-1.21,0.0762,0.117,FALSE,FALSE,TRUE,4,"Secretory carrier-associated membrane protein 2"
"SCCPDH","Q8NBX0",-0.824,0.00458,0.0128,FALSE,FALSE,FALSE,0,"Saccharopine dehydrogenase-like oxidoreductase"
"SCPEP1","Q9HB40",-0.477,0.482,0.548,FALSE,FALSE,TRUE,10,"Retinoid-inducible serine carboxypeptidase"
"SCRN1","Q12765",0.84,0.000863,0.00379,FALSE,FALSE,FALSE,0,"Secernin-1"
"SCYL1","Q96KG9",-0.499,0.237,0.305,FALSE,FALSE,TRUE,15,"N-terminal kinase-like protein"
"SDCBP","O00560",-0.517,0.481,0.547,FALSE,FALSE,TRUE,10,"Syntenin-1"
"SDF2L1","Q9HCN8",-0.994,0.0356,0.0632,FALSE,FALSE,TRUE,4,"Stromal cell-derived factor 2-like protein 1"
"SDHA","P31040",-0.228,0.105,0.153,FALSE,FALSE,FALSE,0,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
"SDHB","P21912",-0.307,0.0635,0.101,FALSE,FALSE,FALSE,0,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"
"SDR39U1","Q9NRG7",-0.597,0.0123,0.0277,FALSE,FALSE,TRUE,10,"Epimerase family protein SDR39U1"
"SEC11A","P67812",-0.147,0.4,0.472,FALSE,FALSE,TRUE,2,"Signal peptidase complex catalytic subunit SEC11A"
"SEC13","P55735",-0.783,0.000121,0.00106,FALSE,FALSE,FALSE,0,"Protein SEC13 homolog"
"SEC23A","Q15436",0.714,0.112,0.161,FALSE,FALSE,TRUE,4,"Protein transport protein Sec23A"
"SEC24A","O95486",-0.75,0.053,0.0873,FALSE,FALSE,TRUE,6,"Protein transport protein Sec24A"
"SEC24B","O95487",-0.275,0.295,0.365,FALSE,FALSE,TRUE,9,"Protein transport protein Sec24B"
"SEC31A","O94979",-0.907,0.00469,0.013,FALSE,FALSE,FALSE,0,"Protein transport protein Sec31A"
"SELENBP1","Q13228",0.822,0.0036,0.0108,FALSE,FALSE,FALSE,0,"Selenium-binding protein 1"
"SEPHS1","P49903",-0.625,0.000577,0.00286,FALSE,FALSE,FALSE,0,"Selenide, water dikinase 1"
"SEPT11","Q9NVA2",0.289,0.0758,0.117,FALSE,FALSE,FALSE,0,"Septin-11"
"SEPT2","Q15019",0.29,0.0288,0.0541,FALSE,FALSE,FALSE,0,"Septin-2"
"SEPT7","Q16181",0.106,0.421,0.493,FALSE,FALSE,FALSE,0,"Septin-7"
"SEPT8","Q92599",-0.259,0.583,0.646,FALSE,FALSE,TRUE,7,"Septin-8"
"SEPT9","Q9UHD8",0.255,0.0647,0.102,FALSE,FALSE,FALSE,0,"Septin-9"
"SERBP1","Q8NC51",-0.52,0.00357,0.0108,FALSE,FALSE,FALSE,0,"Plasminogen activator inhibitor 1 RNA-binding protein"
"SERPINA3","P01011",0.929,0.175,0.236,FALSE,FALSE,TRUE,1,"Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less"
"SERPINA4","P29622",0.741,0.192,0.255,FALSE,FALSE,TRUE,14,"Kallistatin"
"SERPINB5","P36952",1.09,0.0521,0.0864,FALSE,FALSE,TRUE,15,"Serpin B5"
"SERPINB6","P35237",0.42,0.211,0.277,FALSE,FALSE,FALSE,0,"Serpin B6"
"SERPINH1","P50454",-0.0339,0.887,0.915,FALSE,FALSE,FALSE,0,"Serpin H1"
"SET","Q01105",-0.962,3.51e-05,0.000508,FALSE,FALSE,FALSE,0,"Protein SET"
"SF1","Q15637",-0.77,4.76e-05,0.000605,FALSE,FALSE,FALSE,0,"Splicing factor 1"
"SFN","P31947",0.487,0.35,0.422,FALSE,FALSE,FALSE,0,"14-3-3 protein sigma"
"SFPQ","P23246",-0.692,0.000441,0.00238,FALSE,FALSE,FALSE,0,"Splicing factor, proline- and glutamine-rich"
"SFRP1","Q8N474",-1.36,0.0983,0.145,FALSE,FALSE,TRUE,9,"Secreted frizzled-related protein 1"
"SFXN3","Q9BWM7",-0.426,0.314,0.386,FALSE,FALSE,TRUE,1,"Sideroflexin-3"
"SGSH","P51688",-1.61,0.0332,0.06,FALSE,FALSE,TRUE,2,"N-sulphoglucosamine sulphohydrolase"
"SGTA","O43765",-1.11,0.0509,0.0849,FALSE,FALSE,TRUE,14,"Small glutamine-rich tetratricopeptide repeat-containing protein alpha"
"SH3BGRL","O75368",0.603,0.00962,0.023,FALSE,FALSE,FALSE,0,"SH3 domain-binding glutamic acid-rich-like protein"
"SH3BGRL3","Q9H299",-0.285,0.0939,0.14,FALSE,FALSE,FALSE,0,"SH3 domain-binding glutamic acid-rich-like protein 3"
"SH3GL1","Q99961",-0.377,0.452,0.523,FALSE,FALSE,TRUE,2,"Endophilin-A2"
"SH3GLB1","Q9Y371",-0.543,0.365,0.437,FALSE,FALSE,TRUE,9,"Endophilin-B1"
"SH3GLB2","Q9NR46",0.0565,0.706,0.756,FALSE,FALSE,FALSE,0,"Endophilin-B2"
"SIN3A","Q96ST3",-0.544,0.00859,0.0209,FALSE,FALSE,TRUE,8,"Paired amphipathic helix protein Sin3a"
"SKIV2L2","P42285",-0.264,0.379,0.451,FALSE,FALSE,TRUE,14,"Superkiller viralicidic activity 2-like 2"
"SKP1","P63208",-0.0289,0.843,0.879,FALSE,FALSE,FALSE,0,"S-phase kinase-associated protein 1"
"SLC16A1","P53985",-0.368,0.643,0.698,FALSE,FALSE,TRUE,11,"Monocarboxylate transporter 1"
"SLC25A1","P53007",-0.654,0.15,0.208,FALSE,FALSE,TRUE,1,"Tricarboxylate transport protein, mitochondrial"
"SLC25A11","Q02978",-0.778,0.0489,0.0821,FALSE,FALSE,TRUE,1,"Mitochondrial 2-oxoglutarate/malate carrier protein"
"SLC25A12","O75746",0.044,0.797,0.839,FALSE,FALSE,FALSE,0,"Calcium-binding mitochondrial carrier protein Aralar1"
"SLC25A24","Q6NUK1",0.242,0.0667,0.105,FALSE,FALSE,FALSE,0,"Calcium-binding mitochondrial carrier protein SCaMC-1"
"SLC25A3","Q00325",-0.332,0.0438,0.0749,FALSE,FALSE,FALSE,0,"Phosphate carrier protein, mitochondrial"
"SLC25A4","P12235",-0.00768,0.96,0.97,FALSE,FALSE,FALSE,0,"ADP/ATP translocase 1"
"SLC25A5","P05141",-0.329,0.11,0.158,FALSE,FALSE,FALSE,0,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed"
"SLC25A6","P12236",-0.56,0.00107,0.00438,FALSE,FALSE,FALSE,0,"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed"
"SLC44A2","Q8IWA5",-0.71,0.264,0.334,FALSE,FALSE,TRUE,8,"Choline transporter-like protein 2"
"SLC44A4","Q53GD3",-1.07,0.163,0.222,FALSE,FALSE,TRUE,7,"Choline transporter-like protein 4"
"SLC4A1","P02730",1.34,0.0863,0.13,FALSE,FALSE,TRUE,11,"Band 3 anion transport protein"
"SLC9A3R1","O14745",-0.984,0.0523,0.0866,FALSE,FALSE,TRUE,2,"Na(+)/H(+) exchange regulatory cofactor NHE-RF1"
"SLC9A3R2","Q15599",-1.43,0.0366,0.0645,FALSE,FALSE,TRUE,8,"Na(+)/H(+) exchange regulatory cofactor NHE-RF2"
"SLK","Q9H2G2",-0.309,0.534,0.599,FALSE,FALSE,TRUE,7,"STE20-like serine/threonine-protein kinase"
"SLTM","Q9NWH9",-0.698,0.107,0.155,FALSE,FALSE,TRUE,10,"SAFB-like transcription modulator"
